"TargetTime","TT_c","Condition","T_frac_c","TF","emmean","SE","lower.CL","upper.CL"
"10 s",2,"Block",0.349620914424826,0.711096296295942,-4.4430670684138,0.469986897650172,-5.38803906045722,-3.49809507637039
"10 s",2,"Block",0.35938943294334,0.720864814814455,-4.49091249261054,0.475187128096513,-5.44634024873703,-3.53548473648405
"10 s",2,"Block",0.369157951461853,0.730633333332969,-4.53875791680727,0.480440452871648,-5.50474819031973,-3.57276764329481
"10 s",2,"Block",0.378926469980367,0.740401851851482,-4.58660334100401,0.485745149336089,-5.56325942160652,-3.60994726040149
"10 s",2,"Block",0.38869498849888,0.750170370369996,-4.63444876520074,0.491099552792188,-5.62187059549843,-3.64702693490305
"10 s",2,"Block",0.398463507017394,0.75993888888851,-4.68229418939748,0.496502055084325,-5.68057847858188,-3.68400990021307
"10 s",2,"Block",0.408232025535908,0.769707407407023,-4.73013961359421,0.501951103150847,-5.73937994821713,-3.72089927897129
"10 s",2,"Block",0.418000544054421,0.779475925925537,-4.77798503779094,0.507445197540453,-5.79827198955527,-3.75769808602662
"10 s",2,"Block",0.427769062572935,0.789244444444051,-4.82583046198768,0.512982890904277,-5.85725169250638,-3.79440923146898
"10 s",2,"Block",0.437537581091449,0.799012962962564,-4.87367588618441,0.518562786473607,-5.91631624867872,-3.83103552369011
"10 s",2,"Block",0.447306099609962,0.808781481481078,-4.92152131038115,0.524183536531965,-5.97546294830671,-3.86757967245559
"10 s",2,"Block",0.457074618128476,0.818549999999591,-4.96936673457788,0.52984384088915,-6.03468917718273,-3.90404429197303
"10 s",2,"Block",0.466843136646989,0.828318518518105,-5.01721215877462,0.535542445363856,-6.09399241360626,-3.94043190394297
"10 s",2,"Block",0.476611655165503,0.838087037036619,-5.06505758297135,0.541278140280534,-6.1533702253616,-3.9767449405811
"10 s",2,"Block",0.486380173684017,0.847855555555132,-5.11290300716808,0.547049758985352,-6.21282026673399,-4.01298574760218
"10 s",2,"Block",0.49614869220253,0.857624074073646,-5.16074843136482,0.552856176385353,-6.27234027557244,-4.04915658715719
"10 s",2,"Block",0.505917210721044,0.86739259259216,-5.20859385556155,0.55869630751425,-6.33192807040602,-4.08525964071709
"10 s",2,"Block",0.515685729239557,0.877161111110673,-5.25643927975829,0.564569106127677,-6.39158154761944,-4.12129701189714
"10 s",2,"Block",0.525454247758071,0.886929629629187,-5.30428470395502,0.570473563330216,-6.4512986786925,-4.15727072921754
"10 s",2,"Block",0.535222766276585,0.8966981481477,-5.35213012815176,0.576408706236007,-6.51107750750709,-4.19318274879643
"10 s",2,"Block",0.544991284795098,0.906466666666214,-5.39997555234849,0.582373596664361,-6.57091614772449,-4.22903495697249
"10 s",2,"Block",0.554759803313612,0.916235185184728,-5.44782097654523,0.588367329871419,-6.63081278023526,-4.26482917285519
"10 s",2,"Block",0.564528321832126,0.926003703703241,-5.49566640074196,0.594389033318571,-6.69076565068294,-4.30056715080097
"10 s",2,"Block",0.574296840350639,0.935772222221755,-5.54351182493869,0.600437865478078,-6.75077306706262,-4.33625058281477
"10 s",2,"Block",0.584065358869153,0.945540740740268,-5.59135724913543,0.606513014676089,-6.81083339739463,-4.37188110087623
"10 s",2,"Block",0.593833877387666,0.955309259258782,-5.63920267333216,0.612613697973045,-6.87094506747348,-4.40746027919085
"10 s",2,"Block",0.60360239590618,0.965077777777296,-5.6870480975289,0.61873916008126,-6.9311065586915,-4.44298963636629
"10 s",2,"Block",0.613370914424694,0.974846296295809,-5.73489352172563,0.62488867231935,-6.99131640593658,-4.47847063751469
"10 s",2,"Block",0.623139432943207,0.984614814814323,-5.78273894592237,0.631061531603013,-7.05157319556297,-4.51390469628177
"10 s",2,"Block",0.632907951461721,0.994383333332837,-5.8305843701191,0.637257059471579,-7.11187556343407,-4.54929317680413
"10 s",2,"Random",-0.334175381871127,0.0272999999999883,-2.31374522128212,0.337375983236185,-2.99208509956444,-1.63540534299979
"10 s",2,"Random",-0.324406863352614,0.037068518518502,-2.32240717940626,0.334654924677777,-2.99527600277352,-1.64953835603901
"10 s",2,"Random",-0.3146383448341,0.0468370370370156,-2.33106913753041,0.332095455847825,-2.99879180390711,-1.6633464711537
"10 s",2,"Random",-0.304869826315586,0.0566055555555292,-2.33973109565455,0.329701340027065,-3.00264006954825,-1.67682212176085
"10 s",2,"Random",-0.295101307797073,0.0663740740740428,-2.34839305377869,0.327476203828141,-3.00682809149039,-1.689958016067
"10 s",2,"Random",-0.285332789278559,0.0761425925925564,-2.35705501190284,0.325423513546453,-3.01136283918754,-1.70274718461814
"10 s",2,"Random",-0.275564270760046,0.08591111111107,-2.36571697002698,0.323546551366767,-3.01625091191446,-1.7151830281395
"10 s",2,"Random",-0.265795752241532,0.0956796296295837,-2.37437892815112,0.321848391748223,-3.02149849128556,-1.72725936501669
"10 s",2,"Random",-0.256027233723018,0.105448148148097,-2.38304088627527,0.320331878335092,-3.02711129483086,-1.73897047771967
"10 s",2,"Random",-0.246258715204505,0.115216666666611,-2.39170284439941,0.318999601757807,-3.03309453136195,-1.75031115743688
"10 s",2,"Random",-0.236490196685991,0.124985185185125,-2.40036480252355,0.31785387869707,-3.03945285887756,-1.76127674616955
"10 s",2,"Random",-0.226721678167477,0.134753703703638,-2.4090267606477,0.3168967325819,-3.04619034575442,-1.77186317554098
